"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Likes,Shares,Comments,Saves,Reach,Follows
17900497308359284,17841406860905948,init.fiu,"INIT FIU","We’re kicking off the spring the right way ‼️
Join us at our Spring Kickoff Meeting to meet the community, learn what INIT has planned, and start the semester strong in tech.

Whether you’re new or returning, this is the place to be.
📅 Friday, January 9 | 3–5 PM
📍 GL 100

P.S. Yes… there will be Chick-fil-A 👀🐔

#init #fiu #fiuhonors #technology #computerscience",0,"01/06/2026 12:02",https://www.instagram.com/p/DTLpK8FD6HU/,"IG carousel",,Lifetime,14960,290,37,11,10,6751,6
18076237991158460,17841406860905948,init.fiu,"INIT FIU","Can you guess what it is? 📻

Comment below your best guess!

#init #fiu #tech #hack #ai",19,"04/01/2026 10:39",https://www.instagram.com/reel/DWmQBBSgrjc/,"IG reel",,Lifetime,774,39,9,15,1,359,0
18148314823478327,17841406860905948,init.fiu,"INIT FIU","Don’t want to be hacked? 👾

Come to our workshops and learn about vulnerabilities and how to spot them and prevent attacks!

🔗 go.fiu.edu/cybersecurity2-ig

#init #explore #tech #fiu #cybersecurity",0,"04/01/2026 09:30",https://www.instagram.com/p/DWmIdfhlfQF/,"IG carousel",,Lifetime,411,11,0,0,0,134,0
18117303289571437,17841406860905948,init.fiu,"INIT FIU","Claude Code is here! 🤖

Come learn how to leverage AI and create cool projects with it!

🔗 go.fiu.edu/advanceai-ig

#init #explore #tech #ai #fiu",0,"03/31/2026 10:05",https://www.instagram.com/p/DWjnsPfFRu3/,"IG carousel",,Lifetime,1448,36,5,0,4,531,0
18096024770023239,17841406860905948,init.fiu,"INIT FIU","Learn about creating extensions! 👨‍💻

Come to our Workshop on Monday and learn how to develop a working extension for automating job applications!

🔗 go.fiu.edu/webdev5-ig

#init #explore #tech #fiu #cs",0,"03/30/2026 12:52",https://www.instagram.com/p/DWhV8fTlC7N/,"IG carousel",,Lifetime,1663,56,3,0,1,700,1
18005069864720214,17841406860905948,init.fiu,"INIT FIU","MOUNT SINAI IS COMING TO FIU! 💙📘

Join us for an exclusive info session with Mount Sinai and hear directly from their CIO, Tom Gillette. Learn how YOU can be part of the their evolving tech program!

🔗 https://go.fiu.edu/mountsinai

#mountsinai #tech #health #internships",0,"03/27/2026 16:21",https://www.instagram.com/p/DWZ_fSylKQp/,"IG carousel",,Lifetime,3318,67,13,2,4,1282,0
17902811556401231,17841406860905948,init.fiu,"INIT FIU","E-Board Feud Pt.2? 👀🤔

🔗 discord.gg/init

#computerscience #technology #weareinit",0,"03/27/2026 14:59",https://www.instagram.com/reel/DWZ127dgoj6/,"IG reel",,Lifetime,4529,136,14,11,5,2900,0
18066885266370413,17841406860905948,init.fiu,"INIT FIU","Get your team together and join us for an exciting Game Day! 🎮🎲

BUILD members only!

🔗https://go.fiu.edu/gameday-ig

#fiu #gameday #tech #computer",0,"03/27/2026 11:33",https://www.instagram.com/p/DWZejpSlFPv/,"IG carousel",,Lifetime,2685,65,2,0,0,950,1
18117616855643306,17841406860905948,init.fiu,"INIT FIU","Remember to throw a Hashmap at any leetcode question! 📍

Come learn how to use Hashmaps and how to implement them!

🔗 go.fiu.edu/hashmaps-ig

#fiu #init #reach #tech #hashmap",0,"03/26/2026 13:00",https://www.instagram.com/p/DWXDtz0FM_z/,"IG carousel",,Lifetime,1708,28,2,0,1,589,0
18075533084168352,17841406860905948,init.fiu,"INIT FIU","Join init REACH to learn how to answer hard behavioral questions! 😌

#fiu #computerscience #technology",6,"03/26/2026 11:01",https://www.instagram.com/reel/DWW1zgcAnGy/,"IG reel",,Lifetime,5125,107,7,3,4,2497,0
