media_id,pull_date,caption,media_type,product_type,permalink,timestamp,like_count,comments_count,reach,likes,comments,saved,shares,total_interactions,views,avg_watch_time_sec,total_watch_time_sec,post_type,publish_date_est,publish_year,publish_month,publish_month_name,publish_weekday,publish_hour_est,publish_time_label,engagement_rate,engagement_rate_followers,rewatch_rate,profile_visits,follows
18014195174667172,2026-08-16,"Welcome to the spring semester panthers ⭐️  We’re excited to be back on campus and kicking off the semester with our spring kickoff week, come meet our team at our table!  Don’t miss our first General Body Meeting this Friday we’ll have food and swag for everyone who comes.  #weareinit #miamitechnology #fiu #init #miami #diversityintech #technology #internship #collegelife #computerscience #cybersecurity #informationtechnology #womenintech",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DEiHjQ-vjB7/,2025-01-07T17:40:26+0000,118,5,1845,118,5,4,6,133,3701,,,IG carousel,2025-01-07,2025,1,January,Tuesday,12,12 PM,7.209,2.249,2.006,40.0,2.0
18033752147179084,2026-08-16,"Ready to launch your tech career?   Join us at the INIT Spring Kickoff Meeting this Friday. Connect with our amazing community, explore opportunities in technology, and enjoy free food and swag! 🌟  Don’t miss out—open to everyone! See you there!  #FIU #INIT #TechCommunity #SpringKickoff #TechCareers #FIUEngineering #FIUSCIS #Innovation #Networking #TechOpportunities #WeAreINIT #KnightFoundation #StudentLife #futureintech",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DEknu1GuPp-/,2025-01-08T17:00:00+0000,144,1,2071,144,1,4,11,160,4038,,,IG carousel,2025-01-08,2025,1,January,Wednesday,12,12 PM,7.726,2.706,1.95,41.0,1.0
18052310417027359,2026-08-16,Ever been curious about creating your own video game? 🎮  Join us for our Intro to Game Development workshop this Thursday! We’ll provide you with the tools and guidance you need to start building and succeeding at game development. Don’t miss out! 👾  #FIU #INIT #Gamingworkshop #TechBasics #gamebuilding #WeAreINIT #FIUEngineering #FIUSCIS #CodingCommunity #KnightFoundation #womenintech #cybersecurity #computerscience #artificialintelligence,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DExfu6WO8U7/,2025-01-13T17:00:00+0000,104,1,1528,104,1,4,8,117,3086,,,IG carousel,2025-01-13,2025,1,January,Monday,12,12 PM,7.657,1.979,2.02,29.0,0.0
18097623121500963,2026-08-16,Have you ever wanted to learn how to use Github?  Join us for the Intro to GitHub Workshop! This beginner-friendly session will teach you the basics of GitHub and help you kickstart your journey in version control. 🚀  Open to everyone—no prior experience needed! Let’s explore GitHub together.  *Time & Location has been updated as shown on poster*  #FIU #INIT #GitHubWorkshop #TechBasics #VersionControl #WeAreINIT #FIUEngineering #FIUSCIS #CodingCommunity #knightfoundation,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DEyCBnDPIzR/,2025-01-13T22:00:00+0000,54,1,1033,54,1,0,3,58,2358,,,IG carousel,2025-01-13,2025,1,January,Monday,17,5 PM,5.615,0.981,2.283,22.0,0.0
18479867923001146,2026-08-16,"Curious about the different career paths and wondering which one is right for you?  Our Reach program is here to help! Join this workshop to explore your options and find the perfect path for you. Ready, set, plan your future!📙  #CareerPath #CareerGoals #CareerPlanning #ReachProgram #FIU #WeAreINIT #TechCareers #FutureReady #CareerWorkshop #PlanYourFuture #FIUStudents #Networking #ProfessionalDevelopment #FIUEngineering #knightfoundation",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DE0Ek0lO-tl/,2025-01-14T17:00:00+0000,50,2,1138,50,2,2,4,58,2448,,,IG carousel,2025-01-14,2025,1,January,Tuesday,12,12 PM,5.097,0.981,2.151,25.0,0.0
18034541831404026,2026-08-16,Get a sneak peak into this year’s 2025 E-Board members 🤭  Comment down below who is your favorite E-Board member!  #FIU #INIT #E-Board #TechBasics #womenintech #WeAreINIT #FIUEngineering #FIUSCIS #CodingCommunity #knightfoundation #technology #computerscience,VIDEO,REELS,https://www.instagram.com/reel/DE1W73quVOn/,2025-01-15T05:00:00+0000,228,3,3201,228,3,1,16,248,7106,17.75,75528.13,IG reel,2025-01-15,2025,1,January,Wednesday,0,12 AM,7.748,4.194,2.22,,
18329405998087318,2026-08-16,"Ready to lead and build your skills? ⭐️  Join INIT Build as a Team Lead and turn ideas into reality! Lead a team, gain hands-on experience, and showcase your project to industry professionals. Plus, boost your resume and career prospects! 💻🚀  Don’t wait—start your leadership journey now!  #INITBuild #Leadership #TechProjects #FIU #WeAreINIT #HandsOnLearning #TechCommunity #Networking #FIUEngineering #knightfoundation",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DE5OIPuN7Oq/,2025-01-16T17:00:00+0000,92,4,1664,92,4,7,11,114,3693,,,IG carousel,2025-01-16,2025,1,January,Thursday,12,12 PM,6.851,1.928,2.219,35.0,0.0
17853791541367462,2026-08-16,"Want to level up your skills and build your resume? Our Explore program is here for you!  Pick a track—AI, game dev, web dev, or hardware—and start building real projects through hands-on workshops. Gain skills, grow your resume, and have fun doing it! 🔧🎮  Don’t miss out—kickstart your tech journey today!  #ExploreProgram #TechSkills #LearnAndBuild #FIU #WeAreINIT #TechWorkshops #HandsOnLearning #AI #GameDev #WebDev #hardware",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DE-fXKlvtcG/,2025-01-18T18:07:14+0000,104,7,1446,104,7,13,14,138,3215,,,IG carousel,2025-01-18,2025,1,January,Saturday,13,1 PM,9.544,2.334,2.223,31.0,1.0
18095964163454248,2026-08-16,"Ready to kick off the semester with some fun?   Join us for the Karaoke Kick-Off and enjoy karaoke and mocktails with friends! It’s the perfect way to connect, unwind, and start the year right. 🎶🍹  Open to everyone—don’t miss out!  #Karaoke #FIU #WeAreINIT #StudentLife #KickOffFun #KaraokeParty #CampusEvents #womenintech #computerscience #informationtechnology #cybersecurity",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DFA5R75uq25/,2025-01-19T16:32:11+0000,80,9,1980,80,9,4,24,117,4071,,,IG carousel,2025-01-19,2025,1,January,Sunday,11,11 AM,5.909,1.979,2.056,48.0,0.0
17963044778845315,2026-08-16,Ready to build your first website?   Join us for our Intro to Web Dev Workshop and learn how to create a site step by step! No experience needed—just bring your curiosity and get ready to start coding. 🖱️✨  Open to everyone—let’s make something awesome together!  #WebDevelopment #LearnToCode #INITExplore #FIU #WeAreINIT #TechSkills #StudentLife #HandsOnLearning #CodingJourney #techcommunity,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DFDwnluP9s5/,2025-01-20T19:14:13+0000,42,8,1200,42,8,3,6,59,2475,,,IG carousel,2025-01-20,2025,1,January,Monday,14,2 PM,4.917,0.998,2.062,14.0,2.0
18023449964350538,2026-08-16,How many did you get right?  #computerscience #miami #fiu #technology #interview #programminglanguage #floridainternationaluniversity,VIDEO,REELS,https://www.instagram.com/reel/DFGGH50vzPw/,2025-01-21T17:00:00+0000,212,21,2757,212,21,9,17,259,5138,17.15,54459.13,IG reel,2025-01-21,2025,1,January,Tuesday,12,12 PM,9.394,4.38,1.864,,
17852795715378162,2026-08-16,Ever wanted to create your own game character? Now’s your chance!   Join our Game Dev Workshop and learn step-by-step how to bring your player character to life with scripting and creativity. 🕹️✨  No experience? No problem—this workshop is for everyone! Let’s get building!  #GameDev #LearnToCode #INITExplore #FIU #WeAreINIT #TechWorkshops #CreativeCoding #GamingCommunity #StudentLife,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DFGeLqZPTII/,2025-01-21T20:30:00+0000,47,3,1105,47,3,2,11,63,2350,,,IG carousel,2025-01-21,2025,1,January,Tuesday,15,3 PM,5.701,1.065,2.127,16.0,0.0
18075068449648621,2026-08-16,"Ready to ace your interviews?   Join us for Technical Interview Prep and learn how to confidently tackle string problems, step by step—even if you’re just starting out! Perfect for beginners and open to everyone. Let’s tackle this together! 🚀  #technicalinterview #practice #INITReach #fiu #weareinit #tech #handsonlearning #leetcode",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DFGhjTnOwNU/,2025-01-22T17:00:00+0000,45,0,900,45,0,2,1,48,2132,,,IG carousel,2025-01-22,2025,1,January,Wednesday,12,12 PM,5.333,0.812,2.369,15.0,0.0
18036310979153312,2026-08-16,Dreaming of designing your own website? This is your moment!  Join our Web Dev: Intro to HTML/CSS workshop and learn how to use these powerful tools to create stunning web pages. 🌐✨  No experience? No problem-this hands-on workshop is open to everyone. Let’s bring your ideas to life!  #webdevelopment #htm|cssbasics #INITExplore #FIU #WeAreINIT #techworkshop #creativecoding #studentlife,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DFLPs3qP3Eu/,2025-01-23T17:00:00+0000,57,0,1031,57,0,3,9,69,2382,,,IG carousel,2025-01-23,2025,1,January,Thursday,12,12 PM,6.693,1.167,2.31,27.0,0.0
17922263369917350,2026-08-16,Tell us your favorite part about being in INIT?🤭⬇️  #weareinit #cybersecurity #womenintech #computerscience #miami #technology #career #instatech #board #tech #fiu #floridainternationaluniversity,VIDEO,REELS,https://www.instagram.com/reel/DFNblH0uIof/,2025-01-24T13:24:20+0000,100,5,2363,100,5,3,48,156,5009,8.89,30147.64,IG reel,2025-01-24,2025,1,January,Friday,8,8 AM,6.602,2.638,2.12,,
17855775441306049,2026-08-16,Ever wanted to teach a computer how to think? Or at least how to recommend the best pizza toppings? 🍕🤖  Join our Intro AI workshop and learn how to use Python to build your own AI. This beginner-friendly session will guide you step-by-step in creating something amazing with AI  No experience needed—just bring your curiosity and get ready to learn!  #initfiu #init #machinelearning #ai #fiu #deepthinking #computerscience,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DFRQMiqPSX7/,2025-01-26T01:00:17+0000,167,2,3770,167,2,17,29,215,8149,,,IG carousel,2025-01-25,2025,1,January,Saturday,20,8 PM,5.703,3.636,2.162,37.0,3.0
18318051151166713,2026-08-16,Ready to bring game characters to life that are more interesting than your friends in group chats? This is your moment!🕹️✨  Join our Game Dev: Create Your Own NPC workshop and learn how to design engaging and interactive NPCs to bring your game to life.  No experience? No problem—this hands-on workshop is open to everyone. Let’s make your game world unforgettable!  #games #gamedevelopment #npcdesign #initexplore #fiu  #WeAreINIT #techworkshop #creativecoding #studentlife,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DFT7YWKO4gP/,2025-01-27T01:56:07+0000,88,1,1236,88,1,2,3,94,2724,,,IG carousel,2025-01-26,2025,1,January,Sunday,20,8 PM,7.605,1.59,2.204,24.0,0.0
18059307697793002,2026-08-16,"Ready to land your dream job or internship? The Spring Career Fair is coming up fast-make sure your resume and Linkedin are ready to impress!🧳✨  Join our Resume & LinkedIn Review workshop and get expert feedback to help you stand out to recruiters. Whether you need a full revamp or just a few tweaks, we’ve got you covered!  Not much experience on your resume? It’s okay! This hands-on workshop is open to everyone. Let’s get career-fair ready and set yourself up for success!  #career #resume #linkedin #springcareerfair #initreach #fiu #networking",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DFYHodSOkkl/,2025-01-28T17:00:00+0000,58,0,903,58,0,5,1,64,2232,,,IG carousel,2025-01-28,2025,1,January,Tuesday,12,12 PM,7.087,1.082,2.472,18.0,0.0
18053544731089083,2026-08-16,"Ever wanted to build your own robot army? Okay, maybe just one friendly robot to start with?🤖✨  Join our Intro to Robotics workshop and learn how to build and control your own hardware. No experience needed—just bring your curiosity (and maybe a little imagination for world domination)!  #weareinit #init #robotics #hardware #tech #computerscience #initexplore #fiu",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DFascEEu411/,2025-01-29T17:00:00+0000,54,0,1056,54,0,3,10,67,2435,,,IG carousel,2025-01-29,2025,1,January,Wednesday,12,12 PM,6.345,1.133,2.306,23.0,0.0
18057437090084874,2026-08-16,"Ever wanted to meet the brains behind INIT’s biggest projects? Or find the perfect team to bring your ideas to life? 🚀🔥  Join our Team Lead Mixer and connect with INIT Build Leads and potential team members. Whether you’re looking to lead, collaborate, or just network with like-minded innovators, this is the place to be!  No experience? No problem—everyone is welcome. Let’s build something amazing together! 💡✨  #INITBuild #INITExplore #FIU #WeAreINIT #technetworking #leadership #innovation",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DFbpdC9uLRr/,2025-01-30T01:53:23+0000,73,2,1240,73,2,1,6,82,2656,,,IG carousel,2025-01-29,2025,1,January,Wednesday,20,8 PM,6.613,1.387,2.142,29.0,0.0
18033337739444982,2026-08-16,"🔐 Want to break into cybersecurity? The INIT x MITRE Security Workshop is your chance to connect with industry experts and learn how to protect the digital world!  Get hands-on insights into the latest cybersecurity trends, network with professionals, and discover how you can level up your skills in this fast-growing field. Whether you’re just starting or already diving into security, this workshop is for you!  No prior experience needed—just bring your curiosity and get ready to explore the world of cybersecurity!  #cybersecurity #INITxMITRE #techworkshop #fiu #networking #cybersec",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DFdRTE_Owrw/,2025-01-30T17:00:00+0000,94,0,1376,94,0,8,20,122,2986,,,IG carousel,2025-01-30,2025,1,January,Thursday,12,12 PM,8.866,2.063,2.17,33.0,0.0
17973739736687020,2026-08-16,"Ever wanted to make your website actually listen? Or at least stop breaking over a missing semicolon? 😆💻  Learn the fundamentals of JavaScript and how to bring websites to life with dynamic features. Whether you’re new to coding or looking to sharpen your skills, this hands-on session is for you!  No experience? No problem! Just bring your curiosity and get ready to code.  #webdevelopment #javascript #INITExplore #FIU #codingworkshop #learntocode",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DFdsubUuMpI/,2025-01-30T21:00:00+0000,56,1,953,56,1,5,9,71,2221,,,IG carousel,2025-01-30,2025,1,January,Thursday,16,4 PM,7.45,1.201,2.331,26.0,0.0
18055304510092330,2026-08-16,Let us know what should we ask students next? ⤵️  #weareinit #career #cybersecurity #computerscience #miami #technology #java #assembly #python #css #html #programming,VIDEO,REELS,https://www.instagram.com/reel/DFf1pxyJ7of/,2025-01-31T17:06:39+0000,196,11,4017,196,11,4,17,228,7212,15.23,73029.76,IG reel,2025-01-31,2025,1,January,Friday,12,12 PM,5.676,3.856,1.795,,
18057057982995654,2026-08-16,Every wanted to build a team project from idea to launch? 🚀   This is your opportunity to work in a team and make that project come to life in just nine weeks! You will also be able to build your resume with this experience. Link to register in Bio!!  Open to everyone - Take advantage of this once in a semester opportunity 🌟  #floridainternationaluniversity #applicationsopen #teamwork #womenintech #computerscience #artificialintelligence #webdeveloper #gamedevelopment,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DFgfBFFPVc2/,2025-01-31T22:58:23+0000,77,1,1623,77,1,6,14,98,3443,,,IG carousel,2025-01-31,2025,1,January,Friday,17,5 PM,6.038,1.657,2.121,31.0,1.0
18044685254335279,2026-08-16,"Curious about how AI knows what you need before you do? Or how it picks the perfect playlist? 🎶🤖  Join our AI Foundations workshop and uncover the magic behind AI! Learn the key algorithms that power today’s technology and start your journey into the world of artificial intelligence.  No experience? No worries—this workshop is fun, hands-on, and open to everyone. Let’s turn your curiosity into creation!   #ai #aifoundation #initexplore #fiu #techworkshop #machinelearning",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DFia2a6uKOm/,2025-02-01T17:00:00+0000,42,0,794,42,0,0,3,45,2083,,,IG carousel,2025-02-01,2025,2,February,Saturday,12,12 PM,5.668,0.761,2.623,10.0,0.0
18046360250191795,2026-08-16,"Ever wanted to create a game mode so good that even the NPCs would high-five you? Or design a multiplayer experience your friends won’t stop talking about? 🎮✨  Join our Create Your Own Game Mode workshop and turn your gaming ideas into reality! Learn how to build custom game modes for Player and NPC battles in a fun, hands-on session.  No experience? No problem—this workshop is open to everyone. Let’s level up your game design skills! 💡🚀  #gamedevelopment #INITExplore #FIU #WeAreINIT #techworkshop #gamedesign #studentlife",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DFk_oduObSK/,2025-02-02T17:00:00+0000,44,0,840,44,0,0,2,46,2022,,,IG carousel,2025-02-02,2025,2,February,Sunday,12,12 PM,5.476,0.778,2.407,9.0,0.0
18061348783755479,2026-08-16,"Ever feel like graph problems are just a cruel joke by interviewers? Or that BFS and DFS are just fancy ways to get lost? 😆🧩  Join us for Graph-Based Interview Prep, where you’ll finally conquer graph problems and master key algorithms to ace your next technical interview. No more wandering through cycles—let’s find the shortest path to success!  #graphtheory #codinginterview #algorithm #INITReach #FIU #techprep #DSA",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DFnkdTWumQR/,2025-02-03T17:00:00+0000,48,0,934,48,0,1,32,81,2255,,,IG carousel,2025-02-03,2025,2,February,Monday,12,12 PM,8.672,1.37,2.414,28.0,0.0
18489519784029661,2026-08-16,What series would you guys like to see next? 🔥  #weareinit #computerscience #cybersecurity #artificialintelligence #interviewquestions #programming #floridainternationaluniversity,VIDEO,REELS,https://www.instagram.com/reel/DFq4JbBvoNw/,2025-02-04T23:54:55+0000,161,10,2933,161,10,10,18,199,5708,16.48,62000.42,IG reel,2025-02-04,2025,2,February,Tuesday,18,6 PM,6.785,3.365,1.946,,
18049790950960390,2026-08-16,"Ever wanted to build your own R2-D2? Or at least make an LED blink without setting something on fire? 🤖💡  Join us for Arduino Fundamentals, where you’ll learn how to bring circuits to life and create interactive projects from scratch!  No experience? No problem-just bring your curiosity, ano we’ll make the magic happen (safely, hopefully).  #arduino #electronic #techmagic #INITExplore #FIU #hardwarehack #buildsomethingcool",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DFvSymEO-lc/,2025-02-06T17:00:00+0000,57,2,906,57,2,4,4,67,2156,,,IG carousel,2025-02-06,2025,2,February,Thursday,12,12 PM,7.395,1.133,2.38,20.0,2.0
18116160583439584,2026-08-16,Not all love letters are written… some are crafted 💌  Join us this Thursday for our Valentine’s event! Link in bio.  #weareinit #wics #womenintech #cybersecurity #valentinesevent #loveletter #mail #floridainternationaluniversity,VIDEO,REELS,https://www.instagram.com/reel/DFx812rPJhx/,2025-02-07T17:52:00+0000,118,13,2193,118,13,6,28,165,4608,7.27,22886.64,IG reel,2025-02-07,2025,2,February,Friday,12,12 PM,7.524,2.79,2.101,,
18482365549032283,2026-08-16,"Ever wished you could see your music move?Imagine your beats transforming into mesmerizing visuals—and you built it. 🎶💡✨  Join us for a hands-on session where you’ll create a Spotify Visualizer using HTML, CSS, and JavaScript! Whether you’re a coding newbie or a web dev pro, this workshop will bring your music to life like never before.   No experience needed—just bring your creativity and let’s make magic happen!  #webdevelopment #javascript #spotifyvisualizer #INITExplore #FIU #creativecoding #musictech",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DF0cavIulxu/,2025-02-08T17:00:00+0000,78,0,1014,78,0,5,5,88,2377,,,IG carousel,2025-02-08,2025,2,February,Saturday,12,12 PM,8.679,1.488,2.344,17.0,0.0
18058454497826099,2026-08-16,Ever wished you could predict house prices like a real estate genius? Or at least know if that Zillow listing is actually a good deal? 🏡📊  Learn how to build a House Price Predictor with AI! This hands-on session will teach you the fundamentals of machine learning and real estate price forecasting.   No prior experience needed—just bring your curiosity and get ready to code!  #ai #machinelearning #realestate #houseprices #INITExplore #FIU #datascience #codingworkshop,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DF3BM01uas4/,2025-02-09T17:00:00+0000,54,0,940,54,0,2,8,64,2307,,,IG carousel,2025-02-09,2025,2,February,Sunday,12,12 PM,6.809,1.082,2.454,16.0,0.0
18078259384722597,2026-08-16,"Ever wished you could craft the perfect Valentine’s gift without the glitter disaster? Or at least make something that says “I care” without breaking the bank? 💘🎨  Join us for LOVE, CRAFTED with INIT x WiCS! We’ve got Valentine’s crafts, sweet treats, and tons of fun waiting for you.  No crafting expertise needed—just bring your creativity and your sweet tooth! 🍭✨  #valentinesday #craftwithlove #INITxWiCS #FIU #lovecrafted #studentlife #campusevents",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DF5ohzNJ0KG/,2025-02-10T17:22:31+0000,111,3,1953,111,3,4,12,130,4249,,,IG carousel,2025-02-10,2025,2,February,Monday,12,12 PM,6.656,2.199,2.176,13.0,0.0
18375352624186344,2026-08-16,"Your resume is your first impression. Your elevator pitch is your chance to stand out. Are you ready?💼  Join us for Career Fair Ready & Elevator Pitch, where you’ll learn how to refine your resume, optimize your Linkedin, and confidently introduce yourself to recruiters. Make every interaction count and take the next step toward your career goals.  #careerfair #resumetips #LinkedIn #elevatorpitch #INITReach #FIU #networking #jobsearch",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DF8XW70vDjB/,2025-02-11T18:50:12+0000,50,0,1229,50,0,0,5,55,2666,,,IG carousel,2025-02-11,2025,2,February,Tuesday,13,1 PM,4.475,0.93,2.169,19.0,0.0
17947705235927226,2026-08-16,Did you figure out the date? Drop it below 🫣🤭  #cybersecurity #technology #fiu #weareinit #somethingnewiscooking #computerscience,VIDEO,REELS,https://www.instagram.com/reel/DF_rocVpIr9/,2025-02-13T01:53:39+0000,113,10,1746,113,10,5,18,146,3889,9.8,23734.68,IG reel,2025-02-12,2025,2,February,Wednesday,20,8 PM,8.362,2.469,2.227,,
18262803037259428,2026-08-16,"Ever wanted to bring your hardware to life—like a real-life WALL-E? 🤖✨ Or at least get it to do more than just sit there collecting dust?   Join us for a hands-on session where you’ll unlock the magic of I/O and real-world hardware control! Whether you’re a beginner or already building the next generation of robots, this workshop is for you.   No experience? No problem—just bring your curiosity and let’s make some tech come alive!  #hardware #machine #robot #INITExplore #FIU #techworkshop #buildthefuture",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DF-vpaWOQGn/,2025-02-13T17:00:00+0000,32,0,814,32,0,2,2,36,2004,,,IG carousel,2025-02-13,2025,2,February,Thursday,12,12 PM,4.423,0.609,2.462,12.0,0.0
18060065410806125,2026-08-16,Happy Valentine's from the INIT. We hope your day is filled with love and endless possibilities. ❤️  #valentinesDay #WeareINIT #init #fiu,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DGEJe4bv5Y3/,2025-02-14T19:22:53+0000,87,1,1586,87,1,0,23,111,3473,,,IG carousel,2025-02-14,2025,2,February,Friday,14,2 PM,6.999,1.877,2.19,53.0,0.0
18057213115989871,2026-08-16,Ever wished you could predict stock prices like a fortune teller? Or at least not panic every time the market dips? 📉📈  Learn how to predict stock prices using advanced ML models! This hands-on session will teach you the fundamentals of machine learning for financial forecasting. No prior experience needed—just bring your curiosity and get ready to code!  #ml  #machinelearning #stockmarket #financetech #INITExplore #FIU #datascience #codingworkshop,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DGGd7z0OUOp/,2025-02-15T17:00:00+0000,86,2,1234,86,2,6,19,113,3002,,,IG carousel,2025-02-15,2025,2,February,Saturday,12,12 PM,9.157,1.911,2.433,31.0,0.0
18027685817626796,2026-08-16,"Struggling to escape the endless loop of recursion confusion? 🔄😵 Or just want to level up your problem-solving skills for tech interviews?  Learn recursion for tech interviews by solving problems from simple to advanced! This hands-on session will break it down step by step, so you can ace those tricky coding questions with confidence. No prior recursion mastery required—just bring your curiosity and get ready to code!  #recursion #coding #codinginterview #techprep #fiu #WeAreINIT #dsa #codingworkshop #techcareers",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DGLnkvjOoPw/,2025-02-17T17:00:00+0000,46,0,1058,46,0,3,12,61,2393,,,IG carousel,2025-02-17,2025,2,February,Monday,12,12 PM,5.766,1.032,2.262,11.0,0.0
18092483344541216,2026-08-16,"🚀 Ready to BUILD something great? 🔧💡 Meet our 2025 BUILD Team Leads!  These leaders are ready to innovate, collaborate, and guide teams in building amazing projects.   #weareinit #build #Build2025 #leadership #innovation #teamwork #init",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DGQxM7EuXhO/,2025-02-19T17:00:00+0000,133,3,2130,133,3,1,26,163,4906,,,IG carousel,2025-02-19,2025,2,February,Wednesday,12,12 PM,7.653,2.757,2.303,58.0,1.0
17955040328783623,2026-08-16,"Ever wanted to build your own VPN? Now’s your chance! 🌐  Join INIT x AWS as Bryant Pickford walks you through designing a secure, private network in the cloud. No experience needed—just bring your curiosity! 🚀  #INITxAWS #VPNWorkshop #CloudNetworking #CyberSec #FIU",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DGeO7Ovv6mo/,2025-02-24T22:30:42+0000,131,3,1588,131,3,14,11,159,3591,,,IG carousel,2025-02-24,2025,2,February,Monday,17,5 PM,10.013,2.689,2.261,25.0,0.0
18017731532667132,2026-08-16,We have been keeping this secret for quite some time 🫣  More info will be coming out soon...  #floridainternationaluniversity #comingsoon #somethingnew #tech #computerscience #cybersecurity,IMAGE,FEED,https://www.instagram.com/p/DGi693xPM6T/,2025-02-26T18:12:30+0000,90,3,1394,90,3,2,7,102,2751,,,IG image,2025-02-26,2025,2,February,Wednesday,13,1 PM,7.317,1.725,1.973,41.0,0.0
18314222434201752,2026-08-16,"Struggling to make your Roomba do more than just bump into walls? 🤖💥 Or just want to finally say you’ve built a robot (without duct tape and hope)?  Learn to build your own mini robot in this hands-on workshop! No skills required—just bring your curiosity (and maybe a tiny bit of fear for the robot uprising 👀). We’ll break it down step by step, so you can bring your creation to life!  #robotics #coding #tech #STEM #FIU #WeAreINIT #engineering #robotworkshop #technology",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DGlXetEv6Jh/,2025-02-27T17:00:00+0000,49,1,921,49,1,3,3,56,2219,,,IG carousel,2025-02-27,2025,2,February,Thursday,12,12 PM,6.08,0.947,2.409,12.0,1.0
18057028334084982,2026-08-16,Any clues yet what it might be? 🤭  Exclusive Launch Event this Wednesday don’t miss out! 🔒  #computerscience #trendingreels #floridainternationaluniversity #womenintech #cybersecurity #technology,VIDEO,REELS,https://www.instagram.com/reel/DGn-J-1pphb/,2025-02-28T17:17:54+0000,179,7,3555,179,7,5,20,211,7624,10.46,52811.93,IG reel,2025-02-28,2025,2,February,Friday,12,12 PM,5.935,3.568,2.145,,
18064330018744143,2026-08-16,"Explore Web Dev is back! 🚀💻  Missed out last time? No worries—Web Dev 101 is here again to help you set up your dev tools and get started! Whether you’re a total beginner or a seasoned coder, we’ve got you covered. 🔥  No experience needed—just bring your laptop and your curiosity! We’ll walk you through everything step by step so you can start coding with confidence.  #WebDev101 #ExploreWebDev #Coding #Tech #STEM #FIU #WeAreINIT #LearnToCode #WebDevelopment",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DGoem8Nv8mQ/,2025-02-28T22:00:00+0000,46,1,966,46,1,4,3,54,2403,,,IG carousel,2025-02-28,2025,2,February,Friday,17,5 PM,5.59,0.913,2.488,11.0,0.0
18022799393436424,2026-08-16,"Halfway through the build—time to kick it into high gear! 🚀  The Mid-Build Hackathon is your chance to collaborate with your team, make serious progress, and get ahead before finals hit. Work, debug, and grind—it’s all about pushing your project to the next level!   Only for Build members—see you there! 👀  #HackathonVibes #TechProjects #FIU #WeAreINIT #BuildAndGrind #Teamwork #CodingNight #computerscience",CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DGtKsNzPlhD/,2025-03-02T17:42:18+0000,48,0,980,48,0,1,3,52,2338,,,IG carousel,2025-03-02,2025,3,March,Sunday,12,12 PM,5.306,0.879,2.386,11.0,0.0
18350659633199741,2026-08-16,"The battlefield is set- Will you answer the call? 🫡  The INIT Exclusive Launch Event is almost here! Be there as we introduce something exciting, set the stage for what’s to come, and kick things off in a big way. This is just the beginning—don’t miss your chance to be part of it from day one!  Only for those ready to take INIT to the next level—see you there! 👀  #INIT #comingsoon #launchevent #newbegginings #techlaunch #getready #staytune #nextlevel",IMAGE,FEED,https://www.instagram.com/p/DGvqsGsNMpm/,2025-03-03T17:00:00+0000,35,1,1039,35,1,1,4,41,2083,,,IG image,2025-03-03,2025,3,March,Monday,12,12 PM,3.946,0.693,2.005,14.0,0.0
